Review,Rating,Review_clean,sentiment
Need to style this one,4,need style,0.0
Cute summer blouse,5,cute summer blouse,0.4588
Mainly Pleased with dress,4,mainly pleased dress,0.4404
I loved this blouse - except for the sizing,3,love blouse   sizing,0.6369
such a cute dress !! In love ❤️❤️,5,cute dress   love,0.802
This was going to be the perfect dress…,4,go perfect dress,0.5719
OK for made in China,3,ok china,0.296
Not True to Size!!,1,true size,0.4215
"I wanted to love this sweater, but......",2,want love sweater,0.6705
Heres what you need to know,3,here need know,0.0
We love it! Fit for a graduation ball,5,love fit graduation ball,0.7717
Impossible to put on,2,impossible,0.0
Polyester fabric cheap,1,polyester fabric cheap,0.0
Second attempt to write review...,4,second attempt write review,0.0
Stitching falls apart,1,stitch fall apart,0.0
Le sac,2,le sac,0.0
Best Levi’s!,5,good levis,0.4404
Beautiful shirt!,5,beautiful shirt,0.5994
True cowgirl jeans,5,true cowgirl jean,0.4215
More gorgeous than functional,3,gorgeous functional,0.6124
One Fatal Flaw,3,fatal flaw,-0.5423
Cute idea horrible fit,1,cute idea horrible fit,0.25
"Like it, don't love it",4,like not love,-0.2187
"Great, versatile and comfy",5,great versatile comfy,0.6249
"Didn't fit well for me, awkward and dull",2,not fit awkward dull,0.1511
Pants and blazer were different sizes,3,pant blazer different size,0.0
"flattering,feminine, forgiving",5,flatteringfeminine forgiving,0.4404
"So cute, but not for me",3,cute,0.4588
So cute! though inside not soft,4,cute inside soft,0.4588
Gapping waistband,3,gap waistband,0.0
The product was as good as it was acclaimed to be.,5,product good acclaim,0.4404
Awful pilling,1,awful pilling,-0.4588
Keep looking,2,look,0.0
I’m pretty skinny but GotDa**,3,m pretty skinny gotda,0.4939
Nice dress but,3,nice dress,0.4215
Waist is smaller than other Dickie's pants for same size callout.,2,waist small dickie pant size callout,0.0
Farm animal pullover,2,farm animal pullover,0.0
"Only received the pants no jacket, Sending back 4-12-2022",1,receive pant jacket send 4122022,0.0
Beautiful blouse; unfinished threads to sew,5,beautiful blouse unfinished thread sew,0.5994
It's important to research fully before committing..,2,important research fully commit,0.5095
So cute and comfortable,5,cute comfortable,0.743
Not a classic fit: perfect for a lanky top-heavy torso,3,classic fit perfect lanky topheavy torso,0.7351
Perfect summer staple dress.,5,perfect summer staple dress,0.5719
Too much fabric for a petite,3,fabric petite,0.0
Nice if you're looking for a polo half shirt.,1,nice look polo half shirt,0.4215
Pretty everyday dress,4,pretty everyday dress,0.4939
Great fit. Weird colors.,4,great fit weird color,0.7096
"Nice Costume suit, but very small for the size",3,nice costume suit small size,0.4215
I look Like a lose bag...,1,look like lose bag,-0.0516
Not exactly slim,2,exactly slim,0.0
Beautiful - if you're pregnant with twins.,2,beautiful   pregnant twin,0.5994
Love it but need a larger size,4,love need large size,0.6369
Several great points,4,great point,0.6249
Not for short or petite women,2,short petite woman,0.0
Unflattering and uncomfortable,3,unflattering uncomfortable,-0.3818
"Nice print, not flattering for me",3,nice print flattering,0.6249
Super cute but disappointing,2,super cute disappointing,0.5719
Great product!!,5,great product,0.6249
Comfortable and Beautiful.,5,comfortable beautiful,0.802
Perfect fun white dress,5,perfect fun white dress,0.7906
size was not correct,1,size correct,0.0
"Love rockets, hated these",3,love rocket hate,0.128
Beautiful runs very small,3,beautiful run small,0.5994
True to description - lovely details,4,true description   lovely detail,0.765
Great boy’s suit for travel,5,great boy suit travel,0.6249
Slimming jean for curvy girl,5,slimme jean curvy girl,0.0
Super long,1,super long,0.5994
Still not sure about this,3,sure,0.3182
Strange armhole construction,2,strange armhole construction,-0.2023
Cute but had to return it,4,cute return,0.4588
Excessive shrinking,3,excessive shrinking,0.0
Order 1 size up.  Runs small,1,order 1 size   run small,0.0
Poor design,2,poor design,-0.4767
So happy with purchse!,5,happy purchse,0.5719
in working order,1,work order,0.0
Thin and blah,1,thin blah,-0.1027
Beautiful but odd sizing,2,beautiful odd sizing,0.3818
PGA Tour Golf Pant,5,pga tour golf pant,0.0
Seams ripped,1,seam rip,0.0
My favorite spring pants,5,favorite spring pant,0.4588
Neon Yellow,4,neon yellow,0.0
A little on the short side,4,little short,0.0
the black ones aren't jeans rather slacks,2,black one not jean slack,0.0
too small,1,small,0.0
"Color is off, middle too wide.",2,color middle wide,0.0
"Shapely, but busty gals beware",3,shapely busty gal beware,0.0
Perfectly easy,5,perfectly easy,0.7964
Summer Dress Yes!,5,summer dress yes,0.4019
Too much bling for me,4,bling,0.0
Perfect....for two wears,1,perfectfor wear,0.0
Nice pull over,4,nice pull,0.4215
No 502 TAPER LEG fit the same.,1,502 taper leg fit,0.3612
Really loved this dress!!!,4,love dress,0.6369
Little Too Small,2,little small,0.0
Easy summer top,5,easy summer,0.4404
Slim and stylish,2,slim stylish,0.0
Darker Ivory,3,dark ivory,0.0
Easy to wear dress,5,easy wear dress,0.4404
Get out the iron,3,iron,0.0
They look great but are poorly made,1,look great poorly,0.6249
Sizing chart is way off.,2,size chart way,0.0
Not for a per owner,3,owner,0.0
This looks different in person,3,look different person,0.0
Tiny buttons break,3,tiny button break,0.0
Did not fit my 2x fit,1,fit 2x fit,0.6124
Cute but sheer,3,cute sheer,0.4588
Mismatched patterns,3,mismatch pattern,0.0
Interesting,4,interesting,0.4019
Husband loves it.,5,husband love,0.6369
Loved it but the fabric didn't keep its shape,3,love fabric not shape,0.6369
So cute but not on me,5,cute,0.4588
Defective pants,1,defective pant,-0.4404
Loved but had to return - twice!,3,love return   twice,0.6369
High rise,1,high rise,0.0
Could be cute on the right person,2,cute right person,0.4588
Disappointed. Not good quality,1,disappoint good quality,0.0516
Left waist next to pocket ripped,4,leave waist pocket rip,-0.0516
Fall dress,4,fall dress,0.0
Fits like a mumu,2,fit like mumu,0.6124
This is super ugly,1,super ugly,0.1531
Cute shorts but ended up returning,4,cute short end return,0.4588
Cheap is what you get,1,cheap,0.0
"Pretty fabric, soft, but very low cut",3,pretty fabric soft low cut,0.0
Missed the mark,2,miss mark,-0.1531
Not very flattering,2,flattering,0.3182
Didn’t fit right anywhere,1,not fit right,-0.2755
"Cute dress, quality is only ok",4,cute dress quality ok,0.6369
Fits a size smaller than advertised.,1,fit size small advertise,0.3612
Ruined after one wash,1,ruin wash,-0.5859
Cute but runs really small,2,cute run small,0.4588
Incomplete delivery,3,incomplete delivery,0.0
"Great material, but button spacing is way too big on XS",3,great material button spacing way big xs,0.6249
No me gusta la sensación al tacto,3,gusta la sensación al tacto,0.0
This product gives me the Flexibility to do all types of workouts.,5,product give flexibility type workout,0.34
Not for hippy girls,4,hippy girl,0.0
Fun and gorgeous,5,fun gorgeous,0.8074
Runs a little big and long,3,run little big long,0.0
Adorable dress but different than pictured,4,adorable dress different picture,0.4939
Poorly constructed and unflattering,1,poorly construct unflattering,0.0
Black or grey?,4,black grey,0.0516
"Jeans muy bonito , largo",3,jean muy bonito   largo,0.0
Fit and flattering,5,fit flattering,0.5859
destroyed after the 1st wash,1,destroy 1st wash,-0.5423
Good for long lean legs,3,good long lean leg,0.4404
Always amazing!,5,amazing,0.5859
Pilling after one day,2,pille day,0.0
Pants don’t last,2,pant not,0.0
Finally!!!!!!!!!!!,5,finally,0.0
A funny thing happens as women's figures fill out,3,funny thing happen women figure fill,0.4404
Didn't work out sizing was off,2,not work size,0.0
Mid,4,mid,0.0
I really don't have enough bad things to say...,1,not bad thing,0.431
Runs large and zipper sticks,3,run large zipper stick,0.0
fabric pills - badly!,2,fabric pill   badly,-0.4767
Surprising buy,1,surprising buy,0.2732
Wayyyy over sized!,4,wayyyy sized,0.0
Nice for the Price,4,nice price,0.4215
"Drawstring failure, otherwise great",4,drawstring failure great,0.2023
"Wow, REALLY see through material!",1,wow material,0.5859
Beauiful dress!,4,beauiful dress,0.0
It’s not quite as long as the blazer that is pictured,3,long blazer picture,0.0
Great quality jacket for the money,5,great quality jacket money,0.6249
"Very cute, but tight sleeves",4,cute tight sleeve,0.4588
low quality,2,low quality,-0.2732
I doubt it is a Calvin Klein,1,doubt calvin klein,-0.3612
Very romantic and pretty,4,romantic pretty,0.7096
Switch and bait,1,switch bait,0.0
Short shorts,4,short short,0.0
Almost a winner,4,winner,0.5859
I like them but...,3,like,0.3612
comfy but,3,comfy,0.0
Buyer beware!,1,buyer beware,0.0
Intended for a teen body,3,intend teen body,0.0
I don't think this is an off the shoulder top,4,not think shoulder,0.0
Great inexpensive versatile shirts,5,great inexpensive versatile shirt,0.6249
"As pictured, but not slimming as i hoped",4,picture slimme hope,0.4404
"NO STRETCH, Too small",1,stretch small,0.0
Cute layering option for fall,4,cute layering option fall,0.4588
Wasted money,1,waste money,-0.4215
Collar T shirt,2,collar t shirt,0.0
Exquisite top!,5,exquisite,0.0
Fit is weird for me,3,fit weird,0.2023
Beautiful and simple dress,5,beautiful simple dress,0.5994
Cute but not a good fit.,5,cute good fit,0.8126
Too short and too small,2,short small,0.0
"Comfortable, flattering, and versatile",5,comfortable flattering versatile,0.6808
Hand wash?,2,hand wash,0.4939
Very comfortable and you can’t see through them!,4,comfortable not,0.5106
DO not buy these,2,buy,0.0
The perfect summer tee!,5,perfect summer tee,0.5719
Legs are a little longer than I expected,4,leg little long expect,0.0
"Thin, boxy",2,thin boxy,0.0
Fits almost perfect but haven't washed them yet.,4,fit perfect not wash,0.7351
Not as it appears,2,appear,0.0
A lil skimpy,3,lil skimpy,0.0
Green top,1,green,0.0
"Fun, and oh so soft!",4,fun oh soft,0.5106
Not great for smaller chests,3,great small chest,0.6249
A little disappointed.,3,little disappointed,-0.4228
Very cute top for the summer.,5,cute summer,0.4588
they say 'women's but they are more like 'Unisex'... not clear....,2,women like unisex clear,0.6249
JACKET arrived without ANY LABELS OR TAGS !,2,jacket arrive label tag,0.0
Love the shirt... pants SUPER large!,3,love shirt pant super large,0.8442
Ruined a whole dress with one ridiculous logo,2,ruin dress ridiculous logo,-0.743
Soft and beautiful,5,soft beautiful,0.5994
Husky misleading,1,husky misleading,-0.4019
Ordered size 46 waist leg lenth 30 pants are too long i walk on them,2,order size 46 waist leg lenth 30 pant long walk,0.0
"Fit is spot on, but material is SO thin.",3,fit spot material thin,0.3612
Red and navy checks,4,red navy check,0.0
Gorgeous top! perfect for summer!,5,gorgeous perfect summer,0.8271
Bonita,5,bonita,0.0
Great fit  good quality denim,4,great fit   good quality denim,0.8591
Love it but…,3,love,0.6369
Better for taller women,3,well tall woman,0.2732
Goes with anything,5,go,0.0
La tela muy fea se dealavo en la lavada,1,la tela muy fea se dealavo en la lavada,0.0
Fabulous quality and fit,5,fabulous quality fit,0.7096
A bit on the large side,4,bit large,0.0
Don’t size up,4,not size,0.0
Easy interesting top,4,easy interesting,0.6808
"I was really waiting ,  disappointed when I tried it on and it turn out to be small.  I am a 2X.",4,wait    disappoint try turn small   2x,-0.4019
"No ""lined cups""",4,lined cup,0.0
Trash material. Shein quality. DO NOT BUY.,1,trash material shein quality buy,0.0
Flight pattern tunic,5,flight pattern tunic,0.0
Chirpy sleepy,4,chirpy sleepy,0.0
Sent back too big,1,send big,0.0
Lovely jeans,3,lovely jean,0.5859
“ I think they aren’t original “,1,  think not original,-0.2411
Pockets? Levi's never heard of those,3,pocket levis hear,0.0
Runs small but cute,4,run small cute,0.4588
the color is perfect!,5,color perfect,0.5719
Very comfortable and cute set.  Great price,4,comfortable cute set   great price,0.886
This top is way to long.,2,way long,0.0
They stink!,1,stink,-0.4019
Not colorfast!,2,colorfast,0.0
Small ?,4,small,0.0
Huge dress,2,huge dress,0.3182
Looks frumpy,1,look frumpy,0.0
Warm and attractive but too tight/narrow and short,2,warm attractive tightnarrow short,0.5859
Ordered A size larger than I normaly take,5,order size large normaly,0.0
Secondhand shopping…?,1,secondhand shopping,0.0
Not just another black jacket,5,black jacket,0.0
Cute Mickey pajamas,4,cute mickey pajama,0.4588
Way too small.  Sizing is not correct,3,way small   sizing correct,0.0
Nice jean but righter green than shown,4,nice jean righter green show,0.4215
"I live these shorts, but I wouldn't call them light weight",5,live short not light weight,0.0
Sizing varies,4,size varie,0.0
No the best and not true to size and not oversized,2,good true size oversize,0.6908
"Lovely dress, but runs huge!",4,lovely dress run huge,0.7269
True size fit. very comfortable. Love them.,5,true size fit comfortable love,0.9153
Slick,5,slick,0.0
Wish Quality,3,wish quality,0.4019
Nice fitting dress,5,nice fitting dress,0.4215
Cute but poorly constructed,2,cute poorly construct,0.4588
Colors are inconsistent,2,color inconsistent,0.0
Item not refunded yet!,1,item refund,0.0
Champion USED TO BE my favorite brand for casual workout clothing,1,champion favorite brand casual workout clothing,0.8271
"Cute, poorly made",4,cute poorly,0.4588
Only jacket received,1,jacket receive,0.0
"Gorgeous dress, poor quality zipper",3,gorgeous dress poor quality zipper,0.2263
Too fitted at bottom,2,fit,0.3612
Not truly legging jeans,2,truly legge jean,0.4404
eh not like the picture,1,eh like picture,0.3612
Absolutely Stunning 🤩,5,absolutely stunning,0.4391
Order a size or two up. Not true to size,2,order size true size,0.4215
Disappointed with the quality,2,disappoint quality,-0.4019
very well constructed jacket,4,construct jacket,0.0
Return policy through UPS was a nightmare. Please use Kohl’s.,2,return policy up nightmare use kohls,0.0
